title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,subcaetegory,official_idx,official
Áo Len Nữ Cổ 3cm Tay Lỡ UNDERCOOL Len Mongtoghi Mềm Mại Nhiều Màu,145.000 ₫,https://www.lazada.vn/products/ao-len-nu-co-3cm-tay-lo-undercool-len-mongtoghi-mem-mai-nhieu-mau-i2427528377.html,33,33,,"34 Đã bán
(15)
Hà Nội",lazada,woman,aolen,33,Official
Áo set len cardigan dài tay kèm hai dây xanh mint tingoan SWEET WILD CARDIGAN/MINT,250.000 ₫,https://www.lazada.vn/products/ao-set-len-cardigan-dai-tay-kem-hai-day-xanh-mint-tingoan-sweet-wild-cardiganmint-i1578433257.html,34,34,,"159 Đã bán
(32)
Hà Nội",lazada,woman,aolen,34,Official
Áo Dệt Kim Phối Trong Mẫu Ngắn Áo Mặc Trong Cổ Tròn Rộng Rãi Mẫu Mới Năm 2024 Mùa Xuân Nữ Áo Len Dài Tay Áo Màu Trắng,140.000 ₫,https://www.lazada.vn/products/ao-det-kim-phoi-trong-mau-ngan-ao-mac-trong-co-tron-rong-rai-mau-moi-nam-2024-mua-xuan-nu-ao-len-dai-tay-ao-mau-trang-i2009644030.html,35,35,,"14 Đã bán
(4)
Nước ngoài",lazada,woman,aolen,35,
Áo Khoác Dệt Kim Cardigan Chống Nắng Mẫu Mỏng Chị Em Học Sinh Hạ Giá Áo Choàng Dài Tay Mùa Xuân Cho Nữ Áo Mẫu Ngắn Mùa Hè Phối Bên Ngoài Sành Điệu,58.000 ₫,https://www.lazada.vn/products/ao-khoac-det-kim-cardigan-chong-nang-mau-mong-chi-em-hoc-sinh-ha-gia-ao-choang-dai-tay-mua-xuan-cho-nu-ao-mau-ngan-mua-he-phoi-ben-ngoai-sanh-dieu-i2409723442.html,36,36,,"(1)
Nước ngoài",lazada,woman,aolen,36,
Hàng Tốt Quần Áo Mùa Thu Áo Len Cardigan Nữ Áo Khoác Quần Áo Nữ Mẫu Mới Phong Cách Hàn Quốc Màu Trơn Rộng Rãi Dễ Phối Học Sinh Có Mũ,71.500 ₫,https://www.lazada.vn/products/hang-tot-quan-ao-mua-thu-ao-len-cardigan-nu-ao-khoac-quan-ao-nu-mau-moi-phong-cach-han-quoc-mau-tron-rong-rai-de-phoi-hoc-sinh-co-mu-i2640365431.html,37,37,Giá Chào Sàn,"(1)
Nước ngoài",lazada,woman,aolen,37,
Áo Cardigan Tim Swet Thời Trang Thu Đông - Thời trang nữ- Thời trang hottrend 365,75.000 ₫,https://www.lazada.vn/products/ao-cardigan-tim-swet-thoi-trang-thu-dong-thoi-trang-nu-thoi-trang-hottrend-365-i1683164740.html,38,38,,"79 Đã bán
(23)
Hà Nội",lazada,woman,aolen,38,
Áo khoác len cardigan viền Qc tiểu thư(Sỉ+lẻ),79.000 ₫,https://www.lazada.vn/products/ao-khoac-len-cardigan-vien-qc-tieu-thusile-i1600016498.html,39,39,,"393 Đã bán
(108)
Hà Nội",lazada,woman,aolen,39,
Nhẹ Áo Len Dệt Kim Cho Nữ 2024 Trung Niên Đến Người Cao Tuổi Dáng Rộng Cổ Chữ V Tay Dài Màu Chất Liệu Nylon,220.000 ₫,https://www.lazada.vn/products/nhe-ao-len-det-kim-cho-nu-2024-trung-nien-den-nguoi-cao-tuoi-dang-rong-co-chu-v-tay-dai-mau-chat-lieu-nylon-i1901979712.html,40,40,,"105 Đã bán
(24)
Nước ngoài",lazada,woman,aolen,40,
[Hàng Quảng Châu] Áo len nữ áo len kiểu vạt chéo cổ tim dây choker nữ tính nhẹ nhàng PANOSI - A709,129.000 ₫,https://www.lazada.vn/products/hang-quang-chau-ao-len-nu-ao-len-kieu-vat-cheo-co-tim-day-choker-nu-tinh-nhe-nhang-panosi-a709-i2111451270.html,1,1,,"187 Đã bán
(25)
Hà Nội",lazada,woman,aolen,1,
Áo nỉ sweater in chữ NEWDESIGN (trọng lượng từ 40kg đến 70kg ),89.000 ₫,https://www.lazada.vn/products/ao-ni-sweater-in-chu-newdesign-trong-luong-tu-40kg-den-70kg-i1647039721.html,2,2,,"721 Đã bán
(162)
Nghệ An",lazada,woman,aolen,2,
Áo Cardigan Dệt Kim Có LỖ Áo Khoác Mẫu Ngắn Áo Len Nữ Áo Xuân Thu Dài Tay Mẫu Mới Năm 2023 Mẫu Mỏng Phối Bên Ngoài,110.000 ₫,https://www.lazada.vn/products/ao-cardigan-det-kim-co-lo-ao-khoac-mau-ngan-ao-len-nu-ao-xuan-thu-dai-tay-mau-moi-nam-2023-mau-mong-phoi-ben-ngoai-i1894274078.html,3,3,,"78 Đã bán
(27)
Nước ngoài",lazada,woman,aolen,3,
ÁO CARDIGAN ÁO KHOÁC Nữ Form Rộng Viền Túi Đen Trắng,79.000 ₫,https://www.lazada.vn/products/ao-cardigan-ao-khoac-nu-form-rong-vien-tui-den-trang-i2013445904.html,4,4,,"597 Đã bán
(150)
Hà Nội",lazada,woman,aolen,4,
Áo Thun Lụa Lạnh Cộc Tay Áo Len Dệt Kim Cổ Chữ V Màu Trắng Dáng Ngắn Tôn Dáng Kiểu Tây Mùa Hè Mẫu Mới Năm 2024 Cho Nữ Áo Tay Lỡ,79.000 ₫,https://www.lazada.vn/products/ao-thun-lua-lanh-coc-tay-ao-len-det-kim-co-chu-v-mau-trang-dang-ngan-ton-dang-kieu-tay-mua-he-mau-moi-nam-2024-cho-nu-ao-tay-lo-i2601011769.html,5,5,,"(1)
Nước ngoài",lazada,woman,aolen,5,
Áo Choàng Nhỏ Phối Ngoài Tay Ngắn Dễ Phối Mùa Hè Áo Khoác Mẫu Mỏng Mùa Hè Cho Nữ Áo Dệt Kim Ren Áo Choàng Khoét Lỗ Áo Cardigan Mẫu Ngắn,53.000 ₫,https://www.lazada.vn/products/ao-choang-nho-phoi-ngoai-tay-ngan-de-phoi-mua-he-ao-khoac-mau-mong-mua-he-cho-nu-ao-det-kim-ren-ao-choang-khoet-lo-ao-cardigan-mau-ngan-i1968444014.html,6,6,,"1.1K Đã bán
(253)
Hồ Chí Minh",lazada,woman,aolen,6,
Áo Cardigan Viền Đỏ Chất Co Giãn Họa Tiết Bốn Sọc Tay Phong Cách Hàn,39.000 ₫,https://www.lazada.vn/products/ao-cardigan-vien-do-chat-co-gian-hoa-tiet-bon-soc-tay-phong-cach-han-i2054412041.html,7,7,,"6 Đã bán
(3)
Hà Nội",lazada,woman,aolen,7,
Áo Khoác Cardigan 4 Sọc Tay Chất Nỉ Kiểu Dáng hàn Quốc Ulzzang Năng Động,85.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-4-soc-tay-chat-ni-kieu-dang-han-quoc-ulzzang-nang-dong-i2069135162.html,8,8,,"17 Đã bán
(7)
Hà Nội",lazada,woman,aolen,8,
Áo Khoác Cardigan Phối Bên Ngoài Thoải Mái Mềm Mại Dài Tay Mùa Hè Thời Trang Kiểu Pháp Áo Choàng Nhỏ Dệt Kim Vải Viscose Mẫu Siêu Mỏng Áo Choàng Sành Điệu,70.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-phoi-ben-ngoai-thoai-mai-mem-mai-dai-tay-mua-he-thoi-trang-kieu-phap-ao-choang-nho-det-kim-vai-viscose-mau-sieu-mong-ao-choang-sanh-dieu-i2442318272.html,9,9,,Nước ngoài,lazada,woman,aolen,9,
Trang Phục Mùa Thu Áo Len Nữ 2023 Đầu Mùa Thu Áo Khoác Dệt Kim Cardigan Áo Khoác Kiểu Tây Mặc Ngoài Mẫu Hot Có Mũ Mẫu Mới Rộng Rãi,227.000 ₫,https://www.lazada.vn/products/trang-phuc-mua-thu-ao-len-nu-2023-dau-mua-thu-ao-khoac-det-kim-cardigan-ao-khoac-kieu-tay-mac-ngoai-mau-hot-co-mu-mau-moi-rong-rai-i2381289231.html,10,10,,"25 Đã bán
(7)
Nước ngoài",lazada,woman,aolen,10,
Áo len tăm nữ tay dài cổ lọ 3 phân trơn ôm body mềm mịn co giãn loại 1 nhiều màu dễ phối đồ hàng Quảng Châu LADOVA AL01 (freesize &lt; 60kg),59.000 ₫,https://www.lazada.vn/products/ao-len-tam-nu-tay-dai-co-lo-3-phan-tron-om-body-mem-min-co-gian-loai-1-nhieu-mau-de-phoi-do-hang-quang-chau-ladova-al01-freesize-60kg-i891144276.html,11,11,,"7.6K Đã bán
(1267)
Hà Nội",lazada,woman,aolen,11,
Áo Khoác Chống Nắng Trang Phục Mùa Thu Cho Nữ Áo Dệt Kim Mẫu Ngắn Váy Hai Dây Phối Mùa Hè Áo Cardigan Áo Lụa Lạnh Mặc Ngoài Mẫu Mỏng,139.000 ₫,https://www.lazada.vn/products/ao-khoac-chong-nang-trang-phuc-mua-thu-cho-nu-ao-det-kim-mau-ngan-vay-hai-day-phoi-mua-he-ao-cardigan-ao-lua-lanh-mac-ngoai-mau-mong-i2404140116.html,12,12,,"(2)
Nước ngoài",lazada,woman,aolen,12,
TINGOAN® - Áo trễ vai len xù croptop đen lượn viền vòm ngực MISSY TOP/BL,250.000 ₫,https://www.lazada.vn/products/tingoan-ao-tre-vai-len-xu-croptop-den-luon-vien-vom-nguc-missy-topbl-i2410841174.html,13,13,,"85 Đã bán
(22)
Hà Nội",lazada,woman,aolen,13,Official
Áo len gile hàng QC dành cho nữ,75.000 ₫,https://www.lazada.vn/products/ao-len-gile-hang-qc-danh-cho-nu-i2510342302.html,14,14,,"5 Đã bán
(1)
Thanh Hóa",lazada,woman,aolen,14,
"Áo Thun Nữ, Áo Kiểu Nữ, Áo Cổ Lọ Tay Dài, Xỏ Ngón, Vải Gân Co Giãn Tốt, Ôm Body Mẫu mới mềm mịn mát, phối đồ siêu xinh, đi cafe, đi chơi đều xinh",29.900 ₫,https://www.lazada.vn/products/ao-thun-nu-ao-kieu-nu-ao-co-lo-tay-dai-xo-ngon-vai-gan-co-gian-tot-om-body-mau-moi-mem-min-mat-phoi-do-sieu-xinh-di-cafe-di-choi-deu-xinh-i2492618999.html,15,15,,"5 Đã bán
Hồ Chí Minh",lazada,woman,aolen,15,
Trang Phục Mùa Hè Áo Ba Lỗ Cổ Tròn Mẫu Mới Áo MặC Ngoài Màu Trơn Dệt Kim Không Tay Phối Bên Trong Mẫu Mỏng Vải Viscose Dễ Phối Dây Đeo Vai Rộng Cho Nữ,57.000 ₫,https://www.lazada.vn/products/trang-phuc-mua-he-ao-ba-lo-co-tron-mau-moi-ao-mac-ngoai-mau-tron-det-kim-khong-tay-phoi-ben-trong-mau-mong-vai-viscose-de-phoi-day-deo-vai-rong-cho-nu-i2389645054.html,16,16,,"492 Đã bán
(159)
Hồ Chí Minh",lazada,woman,aolen,16,
Áo Khoác Cardigan Len Mỏng GUDLOOK 1 Cúc Khoác Ngoài 4 Màu,145.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-len-mong-gudlook-1-cuc-khoac-ngoai-4-mau-i2481692963.html,17,17,,"97 Đã bán
(53)
Hà Nội",lazada,woman,aolen,17,Official
Xả Kho Áo Cardigan Voan Voan Thắt Dây Giá Ưu Đãi Áo Choàng Nhỏ Phối Váy Mùa Hè Cho Nữ Áo Chống Nắng Lụa Lạnh Áo Khoác Mẫu Mỏng,77.000 ₫,https://www.lazada.vn/products/xa-kho-ao-cardigan-voan-voan-that-day-gia-uu-dai-ao-choang-nho-phoi-vay-mua-he-cho-nu-ao-chong-nang-lua-lanh-ao-khoac-mau-mong-i2416777840.html,18,18,,Nước ngoài,lazada,woman,aolen,18,
Áo Phông Tay Ngắn Màu Trơn 2024 Áo Mặc Trong Cổ Chữ V Thon Gọn Tôn Dáng Thời Trang Phong Cách Hàn Quốc Dễ Phối Áo Mẫu Mới Áo Dệt Kim Nữ,84.000 ₫,https://www.lazada.vn/products/ao-phong-tay-ngan-mau-tron-2024-ao-mac-trong-co-chu-v-thon-gon-ton-dang-thoi-trang-phong-cach-han-quoc-de-phoi-ao-mau-moi-ao-det-kim-nu-i2430013510.html,19,19,,"15 Đã bán
(6)
Nước ngoài",lazada,woman,aolen,19,
Áo Len Cổ Lọ GÂN TĂM Tay Dài Hàng Quảng Châu Cao Cấp,59.000 ₫,https://www.lazada.vn/products/ao-len-co-lo-gan-tam-tay-dai-hang-quang-chau-cao-cap-i1498832775.html,20,20,,"4.1K Đã bán
(641)
Hà Nội",lazada,woman,aolen,20,
Áo Thun Lụa Bóng Tay Ngắn Áo Len Dệt Kim Nữ Áo Mặc Trong Tôn Dáng Gầy Cổ V Mẫu Mỏng Dễ Phối Sành Điệu Mẫu Mới Mùa Hè 2023 Mặc Ngoài,80.000 ₫,https://www.lazada.vn/products/ao-thun-lua-bong-tay-ngan-ao-len-det-kim-nu-ao-mac-trong-ton-dang-gay-co-v-mau-mong-de-phoi-sanh-dieu-mau-moi-mua-he-2023-mac-ngoai-i2511177491.html,21,21,,"63 Đã bán
(23)
Hồ Chí Minh",lazada,woman,aolen,21,
Áo Khoác Len Cardigan mỏng nhẹ áo khoác ngoài sáng Ulzzang đi chơi đi biển đi đà lạt Okélla,65.000 ₫,https://www.lazada.vn/products/ao-khoac-len-cardigan-mong-nhe-ao-khoac-ngoai-sang-ulzzang-di-choi-di-bien-di-da-lat-okella-i2233089884.html,22,22,,"115 Đã bán
(27)
Hồ Chí Minh",lazada,woman,aolen,22,
Áo Dệt Kim Cardigan Áo Khoác Mỏng Áo Choàng Nhỏ Chống Nắng Mẫu Ngắn Trang Phục Nữ Mẫu Mới Xuân Hè Áo Len 2020 Áo Điều Hòa Dài Tay,114.000 ₫,https://www.lazada.vn/products/ao-det-kim-cardigan-ao-khoac-mong-ao-choang-nho-chong-nang-mau-ngan-trang-phuc-nu-mau-moi-xuan-he-ao-len-2020-ao-dieu-hoa-dai-tay-i2413978073.html,23,23,,"85 Đã bán
(20)
Nước ngoài",lazada,woman,aolen,23,
Áo Mặc Trong Áo Dệt Kim Màu Xám Mẫu Mỏng Rộng Rãi Mẫu Mới 2023 Mùa Thu Mặc Trong Cho Nữ Áo Len Mẫu Ngắn Dài Tay Áo Sành Điệu,135.000 ₫,https://www.lazada.vn/products/ao-mac-trong-ao-det-kim-mau-xam-mau-mong-rong-rai-mau-moi-2023-mua-thu-mac-trong-cho-nu-ao-len-mau-ngan-dai-tay-ao-sanh-dieu-i1991109430.html,24,24,,"56 Đã bán
(24)
Nước ngoài",lazada,woman,aolen,24,
Áo Len Cardigan UNDERCOOL Cúc Nhỏ Gân Tăm Co Giãn Mềm Mịn,185.000 ₫,https://www.lazada.vn/products/ao-len-cardigan-undercool-cuc-nho-gan-tam-co-gian-mem-min-i2273062216.html,25,25,,"56 Đã bán
(19)
Hà Nội",lazada,woman,aolen,25,Official
Áo Trễ Vai Màu Hồng Dịu Dàng Áo Dệt Kim Buộc Cổ Xương Đòn Kiểu Tiên Nữ Dáng Gầy Ôm Dáng Cảm Giác Cao Cấp Xuân Thu Cho Nữ Áo Len,206.000 ₫,https://www.lazada.vn/products/ao-tre-vai-mau-hong-diu-dang-ao-det-kim-buoc-co-xuong-don-kieu-tien-nu-dang-gay-om-dang-cam-giac-cao-cap-xuan-thu-cho-nu-ao-len-i2460605547.html,26,26,,Nước ngoài,lazada,woman,aolen,26,
Áo Khoác Nỉ Dệt Túi Hộp Khoá Kéo Tiện Lợi_Form Lửng Nón To Phong Cách Trẻ Trung Hiện Đai,79.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-det-tui-hop-khoa-keo-tien-loi_form-lung-non-to-phong-cach-tre-trung-hien-dai-i2632656546.html,27,27,,"(2)
Hồ Chí Minh",lazada,woman,aolen,27,
Áo Phông Cộc Tay Áo Mặc Trong Dệt Kim Mẫu Ngắn Dễ Phối Bó Sát Tôn Dáng Xuân Hè Mẫu Mỏng Mẫu Ngắn Phong Cách Hàn Quốc Mẫu Mới Học Sinh Nữ,134.000 ₫,https://www.lazada.vn/products/ao-phong-coc-tay-ao-mac-trong-det-kim-mau-ngan-de-phoi-bo-sat-ton-dang-xuan-he-mau-mong-mau-ngan-phong-cach-han-quoc-mau-moi-hoc-sinh-nu-i2381471398.html,28,28,,"20 Đã bán
(4)
Nước ngoài",lazada,woman,aolen,28,
"Áo Phông Nữ Tay Ngắn Vải Viscose Cỡ Lớn Mẫu Mới Mùa Hè, Áo Mặc Trong Dệt Kim Cổ Chữ V Tay Lửng Tôn Dáng Phong Cách Hàn Quốc, Áo Nữ Thời Trang",88.000 ₫,https://www.lazada.vn/products/ao-phong-nu-tay-ngan-vai-viscose-co-lon-mau-moi-mua-he-ao-mac-trong-det-kim-co-chu-v-tay-lung-ton-dang-phong-cach-han-quoc-ao-nu-thoi-trang-i2389636066.html,29,29,,"18 Đã bán
(6)
Nước ngoài",lazada,woman,aolen,29,
"áo khoác Cadigan si.m.ple Chất liệu: nỉ bông màu: , trắng+ đen+chì,ht",69.000 ₫,https://www.lazada.vn/products/ao-khoac-cadigan-simple-chat-lieu-ni-bong-mau-trang-denchiht-i2102106983.html,30,30,,"45 Đã bán
(11)
Hà Nội",lazada,woman,aolen,30,
TINGOAN® - Áo len đen crop bề mặt len hoạ tiết quả trám cùng chi tiết buộc nơ YURI YURI TOP/BL PHIÊN BẢN MỚI T6/2024,430.000 ₫,https://www.lazada.vn/products/tingoan-ao-len-den-crop-be-mat-len-hoa-tiet-qua-tram-cung-chi-tiet-buoc-no-yuri-yuri-topbl-phien-ban-moi-t62024-i2349106612.html,31,31,,"560 Đã bán
(175)
Hà Nội",lazada,woman,aolen,31,Official
Áo Khoác Cardigan Bomber Cúc Cài Nỉ Ngoại Họa Tiết Bảng Chữ Cái DRITY Cực HOT HIT Kiểu Dáng Rộng Dài Hàn Quốc,79.000 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-bomber-cuc-cai-ni-ngoai-hoa-tiet-bang-chu-cai-drity-cuc-hot-hit-kieu-dang-rong-dai-han-quoc-i2019254745.html,32,32,,"181 Đã bán
(57)
Hồ Chí Minh",lazada,woman,aolen,32,
[HÀNG QUẢNG CHÂU] Áo len nữ Hàn Quốc cổ lọ áo len dài tay áo len mỏng chất tăm hàng Quảng châu cao cấp - A290,75.000 ₫,https://www.lazada.vn/products/hang-quang-chau-ao-len-nu-han-quoc-co-lo-ao-len-dai-tay-ao-len-mong-chat-tam-hang-quang-chau-cao-cap-a290-i1407793007.html,33,33,,"9.3K Đã bán
(1395)
Hà Nội",lazada,woman,aolen,33,
"Áo Nhỏ Mặc Ngoài Có Lỗ Ngọt Ngào, Áo Chống Nắng Dệt Kim Mẫu Mỏng, Áo Rộng Rãi Dáng Ngắn, Áo Thun Lạnh Nữ Mùa Hè",123.000 ₫,https://www.lazada.vn/products/ao-nho-mac-ngoai-co-lo-ngot-ngao-ao-chong-nang-det-kim-mau-mong-ao-rong-rai-dang-ngan-ao-thun-lanh-nu-mua-he-i2478226815.html,34,34,,Nước ngoài,lazada,woman,aolen,34,
Áo Chống Nắng Áo Khoác Dệt Kim Vải Viscose Điều Hòa Rộng Rãi Phối Bên Ngoài Mẫu Mới Cardigan Mẫu Dài Vừa Mùa Hè Cho Nữ Phối Váy Liền,212.000 ₫,https://www.lazada.vn/products/ao-chong-nang-ao-khoac-det-kim-vai-viscose-dieu-hoa-rong-rai-phoi-ben-ngoai-mau-moi-cardigan-mau-dai-vua-mua-he-cho-nu-phoi-vay-lien-i1902073639.html,35,35,,"97 Đã bán
(20)
Nước ngoài",lazada,woman,aolen,35,
Áo khoác cardigan Shynstores - áo choàng nữ len miss khoác ngoài tay dài không cúc 3 màu freeship,73.117 ₫,https://www.lazada.vn/products/ao-khoac-cardigan-shynstores-ao-choang-nu-len-miss-khoac-ngoai-tay-dai-khong-cuc-3-mau-freeship-i693178130.html,36,36,,"2.4K Đã bán
(456)
Hà Nội",lazada,woman,aolen,36,
Áo Chống Nắng Áo Dệt Kim Lụa Băng Mùa Hè Cho Nữ Áo Khoác Cardigan Mẫu Mỏng Dài Tay Cho Nữ Áo Choàng Điều Hòa Lười Rộng Rãi,116.000 ₫,https://www.lazada.vn/products/ao-chong-nang-ao-det-kim-lua-bang-mua-he-cho-nu-ao-khoac-cardigan-mau-mong-dai-tay-cho-nu-ao-choang-dieu-hoa-luoi-rong-rai-i2409856622.html,37,37,,Nước ngoài,lazada,woman,aolen,37,
Phối Váy Hai Dây Áo Choàng Mặc Ngoài Áo Chống Nắng Chạm Rỗng Ngắn Mẫu Mới Mùa Hè Cho Nữ Áo Choàng Nhỏ Chui Đầu Áo Khoác Mỏng Cardigan,87.000 ₫,https://www.lazada.vn/products/phoi-vay-hai-day-ao-choang-mac-ngoai-ao-chong-nang-cham-rong-ngan-mau-moi-mua-he-cho-nu-ao-choang-nho-chui-dau-ao-khoac-mong-cardigan-i2423488210.html,38,38,,"29 Đã bán
(13)
Hồ Chí Minh",lazada,woman,aolen,38,
Áo len thổ cẩm kèm chân váy,75.000 ₫,https://www.lazada.vn/products/ao-len-tho-cam-kem-chan-vay-i2024654431.html,39,39,,"58 Đã bán
(19)
Hà Nội",lazada,woman,aolen,39,
Áo Khoác Nỉ Cadigan Unisex Nam Nữ Chữ GOOD HABITS Thiết Kế Kiểu Dáng Hàn Quốc Đi Học Đi Chơi,45.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-cadigan-unisex-nam-nu-chu-good-habits-thiet-ke-kieu-dang-han-quoc-di-hoc-di-choi-i2388098525.html,40,40,,"(2)
Hồ Chí Minh",lazada,woman,aolen,40,
Áo cadigan nỉ vạch tay,81.000 ₫,https://www.lazada.vn/products/ao-cadigan-ni-vach-tay-i2078495293.html,1,1,,"5 Đã bán
(2)
Hà Nội",lazada,woman,aolen,1,
Áo Len Cánh Dơi Thêu Xinh Xắn ALN010C (Hoạ Tiết Xinh),149.000 ₫,https://www.lazada.vn/products/ao-len-canh-doi-theu-xinh-xan-aln010c-hoa-tiet-xinh-i105919835.html,2,2,,"212 Đã bán
(52)
Hồ Chí Minh",lazada,woman,aolen,2,
TINGOAN® - Áo len xù cổ tròn túi zúm ngực dáng lửng có 2 line viền áo xanh than MIMI TOP/DEEP BLUE,490.000 ₫,https://www.lazada.vn/products/tingoan-ao-len-xu-co-tron-tui-zum-nguc-dang-lung-co-2-line-vien-ao-xanh-than-mimi-topdeep-blue-i2466809759.html,3,3,,"13 Đã bán
(2)
Hà Nội",lazada,woman,aolen,3,Official
Hengshanyuan khí chất nhẹ nhàng rỗng Jacquard chắp vá Áo chui đầu cổ chữ V Áo len nữ mùa thu và mùa đông mới áo thoải mái,134.400 ₫,https://www.lazada.vn/products/hengshanyuan-khi-chat-nhe-nhang-rong-jacquard-chap-va-ao-chui-dau-co-chu-v-ao-len-nu-mua-thu-va-mua-dong-moi-ao-thoai-mai-i2621859989.html,4,4,Giá Chào Sàn,"9 Đã bán
(6)
Nước ngoài",lazada,woman,aolen,4,Official
"áo khoác Cadigan simple Chất liệu: nỉ bông màu: , trắng, đen, chì,ht",69.000 ₫,https://www.lazada.vn/products/ao-khoac-cadigan-simple-chat-lieu-ni-bong-mau-trang-den-chiht-i2102206080.html,5,5,,"103 Đã bán
(27)
Hà Nội",lazada,woman,aolen,5,
Áo Len Cổ 3cm Tay Cộc Vai Hến UNDERCOOL Chất Len Thỏ bo chun eo cổ leo dáng rộng Sang Chảnh,125.000 ₫,https://www.lazada.vn/products/ao-len-co-3cm-tay-coc-vai-hen-undercool-chat-len-tho-bo-chun-eo-co-leo-dang-rong-sang-chanh-i2387557309.html,6,6,,"110 Đã bán
(33)
Hà Nội",lazada,woman,aolen,6,Official
Trang Phục Nữ Giảm Giá Thương Hiệu Áo Lông Cừu Chính Hãng Thanh Lý Quầy Hàng Chuyên Dụng Cắt Nhãn Mác Áo Ba Lỗ Áo Gile Dệt Kim Mặc Ngoài Rộng Rãi Cho Nữ,77.000 ₫,https://www.lazada.vn/products/trang-phuc-nu-giam-gia-thuong-hieu-ao-long-cuu-chinh-hang-thanh-ly-quay-hang-chuyen-dung-cat-nhan-mac-ao-ba-lo-ao-gile-det-kim-mac-ngoai-rong-rai-cho-nu-i2404090965.html,7,7,,"110 Đã bán
(46)
Nước ngoài",lazada,woman,aolen,7,
"Áo len trơn cổ lọ ba lỗ XUONGMAYTHAOTHUY, áo body len co dãn nhiều màu giữ nhiệt tốt",59.000 ₫,https://www.lazada.vn/products/ao-len-tron-co-lo-ba-lo-xuongmaythaothuy-ao-body-len-co-dan-nhieu-mau-giu-nhiet-tot-i2440591901.html,8,8,,"58 Đã bán
(28)
Hà Nội",lazada,woman,aolen,8,
Áo Khoác Nỉ RapLan Bo Sọc Sành Điệu_Form Lửng Kèm Chất Nỉ Ngoại Dày Dăn Cao Cấp_KP,79.000 ₫,https://www.lazada.vn/products/ao-khoac-ni-raplan-bo-soc-sanh-dieu_form-lung-kem-chat-ni-ngoai-day-dan-cao-cap_kp-i2633584388.html,9,9,,Hồ Chí Minh,lazada,woman,aolen,9,
"ÁO CARDIGAN ÁO KHOÁC Nữ Form Rộng Viền THiết Kể THời TRang, Phối Đồ Cực Xinh, đi Chơi, Đi Cafe Đều Đẹp",39.900 ₫,https://www.lazada.vn/products/ao-cardigan-ao-khoac-nu-form-rong-vien-thiet-ke-thoi-trang-phoi-do-cuc-xinh-di-choi-di-cafe-deu-dep-i2394688478.html,10,10,,"163 Đã bán
(38)
Hồ Chí Minh",lazada,woman,aolen,10,
Áo Cardigan Ngắn Tay Áo Choàng Dệt Kim Áo Choàng CHOÀNG VAI Mẫu Ngắn Không Tay Chống Nắng Mùa Hè Cho Nữ Váy Liền Hai Dây Mẫu Mỏng Ít Người Phối Bên Ngoài,71.000 ₫,https://www.lazada.vn/products/ao-cardigan-ngan-tay-ao-choang-det-kim-ao-choang-choang-vai-mau-ngan-khong-tay-chong-nang-mua-he-cho-nu-vay-lien-hai-day-mau-mong-it-nguoi-phoi-ben-ngoai-i2478192991.html,11,11,,"11 Đã bán
(5)
Nước ngoài",lazada,woman,aolen,11,
"[XẢ KHO 12.12] Áo khoác len cadigan nữ dáng croptop tay cánh dơi blackpink loại dày, chất thun gân co dãn mặc được bốn mùa",54.000 ₫,https://www.lazada.vn/products/xa-kho-1212-ao-khoac-len-cadigan-nu-dang-croptop-tay-canh-doi-blackpink-loai-day-chat-thun-gan-co-dan-mac-duoc-bon-mua-i1637633905.html,12,12,,"444 Đã bán
(118)
Hồ Chí Minh",lazada,woman,aolen,12,
Áo Phông Tay Ngắn Màu Trơn 2024 Áo Mặc Trong Cổ Chữ V Thon Gọn Tôn Dáng Thời Trang Phong Cách Hàn Quốc Dễ Phối Áo Mẫu Mới Áo Dệt Kim Nữ,84.000 ₫,https://www.lazada.vn/products/ao-phong-tay-ngan-mau-tron-2024-ao-mac-trong-co-chu-v-thon-gon-ton-dang-thoi-trang-phong-cach-han-quoc-de-phoi-ao-mau-moi-ao-det-kim-nu-i2389486841.html,13,13,,"37 Đã bán
(17)
Nước ngoài",lazada,woman,aolen,13,
"ÁO CARDIGAN ÁO KHOÁC Nữ Form Rộng Viền THiết Kể THời TRang, Phối Đồ Cực Xinh, đi Chơi, Đi Cafe Đều Đẹp",32.000 ₫,https://www.lazada.vn/products/ao-cardigan-ao-khoac-nu-form-rong-vien-thiet-ke-thoi-trang-phoi-do-cuc-xinh-di-choi-di-cafe-deu-dep-i2386114803.html,14,14,,"154 Đã bán
(47)
Hồ Chí Minh",lazada,woman,aolen,14,
N&M Áo Cardigan Nữ Basic Tay Dài Nhiều Màu 1706019,140.000 ₫,https://www.lazada.vn/products/nm-ao-cardigan-nu-basic-tay-dai-nhieu-mau-1706019-i2597330824.html,15,15,,"44 Đã bán
(13)
Hồ Chí Minh",lazada,woman,aolen,15,Official
